Track,Album_Name,Artist,Release_Date,All_Time_Spotify_Rank,Track_Score,Spotify_Streams,Spotify_Popularity,YouTube_Views,YouTube_Likes,Explicit_Track_Ratings,Shazam_Counts
How Sweet,How Sweet,NewJeans,5/24/2024,228,102.3,"33,595,707",79.0,"40,327,759","965,652",0,"44,878"
Players,Players,Coi Leray,11/30/2022,230,101.8,"465,588,517",67.0,"109,781,672","1,706,148",1,"5,620,077"
rockstar (feat. 21 Savage),rockstar,Post Malone,9/15/2017,231,101.8,"2,960,046,642",77.0,"2,391,850,868","23,334,015",1,"19,166,675"
Con Calma,Con Calma,Daddy Yankee,1/24/2019,236,101.4,"1,353,028,938",73.0,"3,207,187,334","16,913,257",0,"13,340,067"
Here With Me,Here With Me,d4vd,7/20/2022,234,101.4,"1,042,311,849",80.0,"256,736,243","2,649,848",0,"3,315,939"
Favorite Song,Favorite Song,Toosii,2/17/2023,235,101.4,"186,579,651",62.0,"231,699,320","1,670,867",0,"2,561,322"
Si No Quieres No,Si No Quieres No - Single,Luis R Conriquez,3/9/2024,233,101.4,"158,131,138",85.0,"135,893,150","889,014",0,"833,928"
MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,3/26/2021,238,100.8,"1,902,241,314",70.0,"274,582,854","3,603,644",1,"10,553,717"
Voz Emplumada del Monte,Voz Emplumada - EP,Biomigrant,3/3/2023,239,100.3,"42,761",16.0,"1,138,846,819","2,113,492",0,449
Si No Estï¿½,Si No Estï¿½ï¿½s - Si,iï¿½ï¿½igo quin,9/22/2022,241,100.1,"665,716,137",80.0,"358,206,246","2,896,698",0,"5,502,998"
Glimpse of Us,Glimpse of Us,Joji,6/10/2022,242,99.8,"1,262,308,912",74.0,"66,246,839","2,067,331",0,"4,350,230"
Watermelon Sugar,Watermelon Sugar,Harry Styles,11/17/2019,243,99.7,"2,708,151,499",82.0,"872,052,223","11,269,126",0,"9,612,968"
Corazï¿½ï¿½n de Pi,Corazï¿½ï¿½n de Piedra - Si,Xavi,3/23/2024,244,98.8,"172,164,034",82.0,"117,450,205","1,103,003",0,"418,366"
WHERE SHE GOES,WHERE SHE GOES,Bad Bunny,5/18/2023,246,98.4,"717,849,037",72.0,"217,687,654","1,929,598",1,"2,076,698"
Yandel 150,Yandel 150,Yandel,12/20/2022,247,98.1,"837,576,264",70.0,"472,335,529","1,511,715",1,"2,660,197"
THATS WHAT I WANT,MONTERO,Lil Nas X,9/17/2021,248,98.0,"1,062,095,453",72.0,"194,928,107","3,281,325",1,"5,957,065"
Todo De Ti,Todo De Ti,Rauw Alejandro,5/20/2021,249,98.0,"1,339,352,060",75.0,"873,449,363","6,108,611",1,"5,640,680"
Chemical,Chemical,Post Malone,4/14/2023,250,97.6,"503,574,147",75.0,"90,349,145","902,237",1,"2,334,089"
See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),Wiz Khalifa,1/1/2015,251,97.6,"1,891,920,348",78.0,"6,335,989,683","43,663,933",0,"22,021,769"
Drip Too Hard (Lil Baby & Gunna),Drip Too Hard,Lil Baby,9/12/2018,252,97.5,"1,486,929,795",76.0,"637,733,433","4,719,266",1,"4,911,610"
Uptown Funk,Full Circle: The Live Anthology,Mark Ronson,11/20/2011,254,97.1,"1,993,030,264",77.0,"5,644,117,304","24,960,395",1,"23,508,115"
love nwantiti (ah ah ah),CKay The First,CKay,8/30/2019,256,96.9,"853,451,422",71.0,"1,132,006,963","25,943,716",1,"3,489,217"
Mi Gente,Mi Gente,J Balvin,6/30/2017,257,96.4,"1,478,442,472",69.0,"3,859,031,931","22,147,063",0,"19,858,741"
Late Night Talking,Harry's House,Harry Styles,5/20/2022,258,96.4,"959,639,297",76.0,"151,113,156","2,809,492",0,"4,053,289"
Miss You,Miss You,Oliver Tree,8/5/2022,261,96.2,"631,378,937",51.0,"32,628,348","615,240",1,"7,602,822"
girls like me don't cry,Girls Like Me Don't Cry,thï¿½ï,10/6/2022,260,96.2,"69,931,412",61.0,"63,786,141","759,332",0,"195,627"
Yummy Fruits and Vegetables,Yummy Fruits and Vegetables,D Billions,10/20/2020,259,96.2,"2,300,838",35.0,"3,060,919,074","6,319,360",0,"16,965"
Dakiti,Dakiti,Bad Bunny,1/1/2020,262,96.1,"1,977,947,460",72.0,"1,861,597,184","10,999,677",1,"6,091,496"
Starboy,Starboy,The Weeknd,9/22/2016,265,95.7,"3,291,262,413",84.0,"2,829,990,867","14,968,547",1,"15,648,166"
Sorry,Sorry,Justin Bieber,10/23/2015,264,95.7,"2,089,476,497",78.0,"4,467,507,940","22,464,625",0,"9,657,077"
Calling My Phone,Calling My Phone,Lil Tjay,2/12/2021,263,95.7,"777,064,903",71.0,"482,028,631","5,431,785",1,"4,012,749"
Pink Venom,Pink Venom,BLACKPINK,8/19/2022,266,95.6,"736,469,450",68.0,"868,589,823","16,834,955",0,"1,547,563"
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,267,95.0,"250,430,303",84.0,"16,747,466","251,549",1,"188,022"
death bed (coffee for your head),"Some Boring, Love Stories, Pt. 2",Powfu,2/9/2019,268,94.8,"1,656,385,770",74.0,"1,135,382,823","15,066,754",0,"10,905,647"
Too Many Nights (feat. Don Toliver & with Future),HEROES & VILLAINS,Metro Boomin,12/2/2022,269,94.5,"682,837,690",80.0,"191,823,612","1,853,827",1,"3,246,804"
MELTDOWN (feat. Drake),MELTDOWN (feat. Drake),Travis Scott,7/27/2023,270,94.3,"347,647,880",74.0,"30,685,665","405,870",1,"861,189"
Moscow Mule,Un Verano Sin Ti,Bad Bunny,5/6/2022,272,94.1,"1,108,031,580",77.0,"765,780,154","4,700,638",1,"1,644,044"
Something Just Like This,Something Just Like This,The Chainsmokers,2/22/2017,273,94.0,"2,596,644,721",82.0,"2,822,804,239","15,242,846",0,"16,040,973"
7 rings,7 rings,Ariana Grande,1/18/2019,274,93.9,"2,262,490,403",77.0,"1,903,198,886","22,206,277",1,"7,983,512"
Moonlight,Moonlight,Kali Uchis,2/24/2023,275,93.1,"701,558,859",74.0,"209,195,939","2,284,142",0,"3,204,314"
Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),Jawsh 685,6/11/2020,276,93.1,"1,118,038,333",67.0,"481,447,573","3,636,839",1,"11,067,994"
God's Plan,Diplomatic Immunity,Drake,1/20/2018,278,92.9,"2,529,948,475",77.0,"2,040,639,375","19,912,225",1,"9,512,236"
La Vï¿½ï¿½c,La Vï¿½ï¿½c,Xavi,8/19/2023,280,92.0,"521,116,293",81.0,"427,625,497","2,560,068",1,"988,007"
MY EYES,UTOPIA,Travis Scott,7/28/2023,281,91.9,"403,132,906",78.0,"42,319,491","564,712",1,"1,911,147"
WORK,GOLDEN HOUR : Part.1,ATEEZ,5/31/2024,282,91.7,"10,135,326",31.0,"29,271,837","586,888",0,"25,958"
Despacito - Remix,Despacito Feat. Justin Bieber (Remix),Luis Fonsi,4/17/2017,284,91.5,"1,713,294,983",65.0,"2,920,155,266","17,308,189",0,"7,805,645"
Ghost,Justice,Justin Bieber,3/19/2021,283,91.5,"1,586,830,204",80.0,"476,319,277","4,622,504",0,"4,413,143"
Dior,Meet The Woo,Pop Smoke,7/26/2019,285,91.4,"1,070,422,470",72.0,"909,072,115","7,522,969",1,"4,711,998"
Una Noche en Medellï¿½,Una Noche en Medellï¿½,Cris Mj,1/21/2022,288,90.7,"839,405,565",75.0,"662,287,768","4,695,932",1,"2,351,019"
SAD!,SAD!,XXXTENTACION,3/2/2018,289,90.5,"2,218,531,106",75.0,"1,800,863,873","26,301,389",1,"3,798,652"
Primera Cita,La Primera Cita - Single,Carin Leon,4/20/2023,290,90.5,"598,006,591",80.0,"415,255,950","1,480,134",0,"2,336,296"
Efecto,Un Verano Sin Ti,Bad Bunny,5/6/2022,292,90.1,"1,293,773,697",77.0,"501,908,214","2,730,759",1,"1,927,360"
Slow It Down,Slow It Down,Benson Boone,3/22/2024,294,89.4,"202,667,139",85.0,"25,188,125","291,189",0,"518,777"
Yonaguni,Yonaguni,Bad Bunny,6/4/2021,295,88.6,"1,398,634,184",71.0,"1,084,871,745","7,894,095",1,"2,211,960"
Heathens,Heathens,Twenty One Pilots,6/16/2016,296,88.6,"1,777,196,966",78.0,"2,624,180,055","21,763,865",0,"14,696,531"
Whoopty,Whoopty,CJ,8/20/2020,297,88.6,"775,664,145",61.0,"810,607,861","8,889,460",1,"6,422,051"
Super Shy,NewJeans 'Super Shy',NewJeans,7/7/2023,298,88.4,"547,471,596",77.0,"202,977,396","2,705,714",0,"528,849"
Happier,Happier - Single,Marshmello,8/16/2018,299,87.9,"2,143,821,605",16.0,"1,512,765,689","18,732,541",0,"10,193,237"
HARLEY QUINN,HARLEY QUINN - Single,Fuerza Regida,10/18/2023,301,87.7,"462,284,590",84.0,"110,545,167","325,395",1,"1,075,943"
Baby Don't Hurt Me,Baby Don't Hurt Me - Single,David Guetta,4/7/2023,300,87.7,"509,231,024",79.0,"40,223,001","328,421",0,"3,375,037"
Butter,Butter,BTS,5/21/2021,302,87.5,"1,257,974,135",70.0,"1,175,755,478","27,744,989",0,"4,173,408"
Calma - Remix,Calma (Remix),Pedro Capï¿,10/5/2018,303,87.2,"1,153,753,974",67.0,"2,890,512,374","13,572,964",0,"14,113,990"
"CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")","CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")",Justin Timberlake,5/6/2016,305,87.1,"1,733,302,434",72.0,"2,322,229,374","9,042,088",0,"15,828,266"
Say So,Hot Pink,Doja Cat,11/7/2019,306,87.0,"1,199,270,601",69.0,"879,051,516","10,069,968",1,"10,741,166"
Ransom,Ransom,Lil Tecca,5/22/2019,307,86.8,"1,355,971,796",77.0,"749,040,183","8,156,272",1,"2,972,685"
Romantic Homicide,Romantic Homicide,d4vd,7/20/2022,308,86.8,"1,136,504,636",81.0,"154,143,867","2,307,573",0,"1,892,741"
Pink Skies,Pink Skies,Zach Bryan,5/24/2024,309,86.7,"60,240,739",84.0,"3,322,959","65,840",0,"156,886"
Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,10/21/2016,310,86.6,"1,528,107,667",73.0,"3,187,869,227","16,180,445",1,"23,696,980"
Rich Men North of Richmond,Rich Men North of Richmond - Single,Oliver Anthony Music,8/11/2023,312,86.5,"214,598,468",74.0,"145,094,088","2,568,642",1,"736,604"
BESO,RR,ROSALï¿½,3/24/2023,313,86.3,"647,201,484",74.0,"186,060,248","1,524,559",0,"1,589,528"
MTG QUEM Nï¿½ï¿½O QUER SO,MTG QUEM Nï¿½ï¿½O QUER SOU EU - Si,DJ TOPO,5/10/2024,315,86.1,"51,198,446",80.0,"14,990,394","244,589",0,"128,880"
Que Vuelvas,Que Vuelvas - Single,Carin Leon,12/9/2022,314,86.1,"684,853,927",73.0,"547,937,715","1,638,787",1,"1,654,594"
Just Wanna Rock,Just Wanna Rock,Lil Uzi Vert,10/17/2022,318,85.8,"665,519,026",68.0,"187,947,945","2,379,515",1,"3,245,670"
Mood Swings (feat. Lil Tjay),Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,317,85.8,"785,016,247",70.0,"654,629,596","5,578,060",1,"3,516,050"
Fuck Love (feat. Trippie Redd),17,XXXTENTACION,8/25/2017,319,85.6,"1,615,274,494",79.0,"515,463,883","6,471,385",1,"2,026,025"
Rich Flex,Her Loss,Drake,11/4/2022,320,85.5,"812,274,757",73.0,"86,053,276","651,228",1,"2,300,268"
Standing Next to You,GOLDEN,Jung Kook,11/3/2023,321,85.5,"675,865,902",85.0,"130,563,278","4,183,405",0,"1,220,942"
Congratulations,Congratulations,Post Malone,11/4/2016,322,85.3,"1,984,802,459",75.0,"1,790,918,527","11,063,672",1,"5,233,589"
Do It To It,Do It To It,ACRAZE,8/20/2021,324,85.2,"805,019,111",73.0,"117,678,524","1,540,284",0,"9,653,748"
Tusa,Tusa,KAROL G,11/7/2019,323,85.2,"1,497,511,486",68.0,"1,816,772,749","12,498,062",0,"7,663,807"
For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,325,84.8,"1,119,350,842",71.0,"767,399,825","6,283,245",1,"4,546,156"
Good Good,Good Good,USHER,8/4/2023,326,84.7,"53,825,007",59.0,"83,224,436","607,267",1,"1,896,814"
Austin,Austin - Single,Dasha,11/17/2023,327,84.6,"273,023,490",87.0,"28,916,868","303,426",1,"1,521,087"
Search & Rescue,Search & Rescue,Drake,4/7/2023,329,84.6,"337,858,357",69.0,"40,938,953","336,819",1,"1,383,076"
TULUM,TULUM,Peso Pluma,6/28/2023,328,84.6,"390,182,196",74.0,"253,468,644","1,103,093",1,"964,306"
Shivers,#NAME?,Ed Sheeran,1/1/2020,330,84.4,"1,568,058,093",77.0,"683,237,554","4,641,763",0,"10,179,048"
Adderall (Corvette Corvette),Adderall (Corvette Corvette),Popp Hunna,10/14/2020,332,84.1,"90,383,224",45.0,"29,836,991","627,377",1,"759,001"
Sunroof,Sunroof,Nicky Youre,12/3/2021,334,83.8,"890,752,779",79.0,"169,046,580","1,678,946",0,"2,488,830"
Los del Espacio,Los del Espacio - Single,LIT killah,6/1/2023,336,83.3,"373,898,429",72.0,"314,467,618","1,775,081",0,"776,352"
Taste (feat. Offset),Taste (feat. Offset),Tyga,5/16/2018,338,83.1,"1,358,105,253",69.0,"1,875,005,008","10,236,903",1,"7,997,160"
MAMIII,MAMIII,Becky G,2/10/2022,337,83.1,"911,797,058",74.0,"628,307,968","4,924,401",1,"3,561,445"
Until I Found You,Until I Found You,Stephen Sanchez,9/1/2021,339,83.0,"1,020,452,066",73.0,"385,820,349","4,710,732",0,"11,693,340"
Banana (feat. Shaggy),Banana (feat. Shaggy),Conkarah,8/16/2019,341,82.7,"27,747,363",41.0,"136,028,794","1,352,520",0,"348,103"
Stick Season,Stick Season,Noah Kahan,7/8/2022,342,82.6,"965,865,213",86.0,"89,431,811","659,870",0,"3,365,903"
Need To Know,Need To Know,Doja Cat,6/11/2021,344,82.5,"1,178,076,856",71.0,"507,790,705","6,169,368",1,"5,746,726"
kompa pasiï¿½,kompa pasiï¿½,ýýýýýýýýýý,4/12/2024,345,82.5,"29,458,027",78.0,"8,529,869","225,779",0,"2,085,595"
Quï¿½ï¿½ Ago,Pa' Luego Es Tarde,Yuridia,10/20/2022,343,82.5,"394,381,902",73.0,"805,683,907","2,076,505",0,"1,353,588"
Last Last,Last Last,Burna Boy,5/12/2022,346,82.4,"410,722,289",68.0,"332,556,651","1,906,835",0,"4,840,000"
500lbs,500lbs,Lil Tecca,7/21/2023,349,82.1,"350,584,176",68.0,"32,342,535","452,857",1,"776,386"
Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,Drake,9/3/2021,348,82.1,"732,652,170",72.0,"247,680,355","2,184,804",1,"2,095,961"
BILLIE EILISH.,BILLIE EILISH.,Armani White,5/19/2022,350,82.0,"359,416,593",64.0,"116,400,996","2,127,918",1,"3,310,069"
ýýýýýýýýýýýý,ýýýýýýýýýýýý,YOASOBI,4/12/2023,351,81.8,"356,559,943",69.0,"490,408,465","4,295,510",0,"804,248"
Lï¿½ï¿½ï¿½AMOUR DE ,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,352,81.6,"84,575,291",85.0,"11,080,040","346,121",0,"214,747"
Thinkinï¿½ï¿½ï¿½ B,One Thing At A Time,Morgan Wallen,3/3/2023,353,81.5,"406,319,778",80.0,"84,066,193","368,256",0,"1,185,776"
Madonna,Madonna - Single,Natanael Cano,3/8/2024,354,81.3,"272,838,329",85.0,"105,675,950","806,116",1,"572,478"
deja vu,deja vu,Olivia Rodrigo,4/1/2021,355,81.3,"1,606,975,517",80.0,"638,102,695","7,847,239",1,"3,545,397"
CONTIGO (with Tiï¿½ï¿½,CONTIGO (with Tiï¿½ï¿½,KAROL G,2/15/2024,357,81.0,"162,165,853",85.0,"93,106,341","1,394,962",0,"775,583"
Sequï¿½ï¿½ncia da,Sequï¿½ï¿½ncia da,TRASHXRL,5/8/2023,358,80.8,"148,630,357",33.0,"61,652,249","723,007",1,"423,570"
WILDFLOWER,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,359,80.8,"100,838,516",87.0,"6,390,843","134,606",0,"124,583"
Doja,Doja,Central Cee,7/21/2022,360,80.5,"676,519,766",74.0,"201,326,163","3,061,387",1,"2,415,167"
Kill This Love,Kill This Love,BLACKPINK,4/4/2019,361,80.4,"820,840,650",67.0,"2,920,436,498","40,314,889",0,"2,892,074"
Lan,Lan - Single,Zeynep Bastï¿½,3/8/2024,362,80.3,"81,246,715",72.0,"146,249,969","590,112",0,"444,123"
"Good Luck, Babe!","Good Luck, Babe!",Chappell Roan,4/5/2024,363,80.2,"176,290,078",87.0,"6,018,651","140,562",0,"485,935"
Sweet but Psycho,Sweet but Psycho,Ava Max,8/17/2018,365,80.1,"1,668,741,024",76.0,"1,254,501,233","9,554,049",0,"13,479,680"
Hey Mor,Hey Mor,Ozuna,10/6/2022,364,80.1,"986,132,265",76.0,"383,748,675","1,303,919",0,"1,428,200"
Ferrari,Ferrari,James Hype,3/15/2022,366,80.1,"626,010,147",74.0,"202,193,289","1,277,287",0,"6,257,313"
Falling,Falling,Trevor Daniel,10/5/2018,367,80.0,"1,606,023,895",71.0,"1,151,842,584","15,653,870",0,"12,373,665"
positions,positions,Ariana Grande,10/23/2020,368,80.0,"1,432,830,108",74.0,"778,340,255","10,401,273",1,"3,299,253"
Where Are You Now,Where Are You Now,Lost Frequencies,7/30/2021,370,79.9,"1,223,329,465",74.0,"214,359,669","1,467,163",0,"8,462,590"
Save Your Tears,After Hours,The Weeknd,3/20/2020,371,79.9,"1,995,511,952",80.0,"365,257,705","2,699,016",1,"15,776,388"
Happier Than Ever,Happier Than Ever,Billie Eilish,7/30/2021,372,79.9,"1,321,878,145",78.0,"530,778,926","8,470,860",1,"4,647,622"
This Is What You Came For,This Is What You Came For,Calvin Harris,4/29/2016,373,79.8,"1,746,790,923",79.0,"3,084,719,501","13,411,706",0,"13,444,054"
China,China,Anuel AA,7/19/2019,376,79.5,"1,178,076,574",68.0,"2,324,673,715","9,851,235",0,"5,865,011"
"Let It Go - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),Idina Menzel,1/1/2013,374,79.5,"759,374,819",69.0,"4,168,791,151","11,589,558",0,"2,515,774"
Moonlight,?,XXXTENTACION,3/16/2018,375,79.5,"1,885,431,727",77.0,"1,607,650,475","24,201,486",1,"3,644,968"
Smart,EASY,LE SSERAFIM,2/19/2024,379,79.3,"159,256,689",74.0,"130,698,280","1,872,592",0,"234,077"
The Business,The Business,Tiï¿½ï¿,9/16/2020,381,78.3,"1,191,635,193",70.0,"539,885,283","4,027,102",0,"9,642,311"
Ride It,Ride It,Regard,7/26/2019,382,78.2,"1,349,427,877",76.0,"564,022,753","3,884,141",0,"16,283,609"
Mwaki,SURRENDER,Zerb,9/27/2023,383,77.9,"121,234,000",42.0,"78,160,610","806,269",0,"4,890,793"
BICHOTA,BICHOTA,KAROL G,10/23/2020,385,77.8,"868,091,483",64.0,"1,591,945,481","7,916,193",1,"1,740,278"
Renklensin,Renklensin - Single,Reynmen,4/19/2024,384,77.8,"54,940,563",75.0,"77,507,185","547,375",0,"197,952"
The Hills,The Hills,The Weeknd,5/27/2015,388,77.5,"2,306,740,926",80.0,"2,404,495,013","15,819,333",1,"17,199,384"
SKINNY,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,390,77.3,"77,212,437",84.0,"7,658,766","246,884",0,"39,163"
Te Felicito,Te Felicito,Shakira,4/21/2022,392,77.0,"719,593,291",67.0,"719,244,041","4,424,400",0,"2,583,205"
Stumblin' In,Stumblin' In,CYRIL,11/10/2023,394,76.9,"180,784,576",83.0,"29,260,192","247,757",0,"4,657,449"
STAR WALKIN' (League of Legends Worlds Anthem),STAR WALKIN' (League of Legends Worlds Anthem) - Single,Lil Nas X,9/22/2022,396,76.6,"428,164,381",68.0,"138,760,138","1,465,825",1,"5,323,336"
Desesperados,VICE VERSA,Rauw Alejandro,12/10/2021,397,76.6,"1,021,480,638",78.0,"722,946,861","3,591,807",1,"2,591,948"
Sugar,V (Deluxe),Maroon 5,8/29/2014,399,76.6,"1,838,092,894",75.0,"4,151,880,976","16,983,201",1,"10,029,992"
"Jhoome Jo Pathaan (From ""Pathaan"") [Arabic Version]","Jhoome Jo Pathaan (From ""Pathaan"") [Arabic Version] - Single",Abd El Fattah Grini,1/14/2023,402,76.2,"1,993,244",28.0,"944,088,313","6,351,302",0,"28,908"
Old Town Road - Remix,Old Town Road,Lil Nas X,4/5/2019,404,76.2,"1,527,106,099",68.0,"11,512",171,0,"12,855,943"
Let Me Love You,Encore,DJ Snake,8/5/2016,403,76.2,"2,147,028,486",80.0,"2,457,588,032","18,290,642",0,"15,320,597"
Envolver,Envolver - Single,Anitta,11/11/2021,401,76.2,"635,241,142",65.0,"836,072,339","4,909,216",0,"2,534,489"
Oublie-moi,Oublie-moi,Emkal,9/16/2022,405,76.0,"17,992,999",42.0,"58,383,075","502,081",1,"1,860,955"
MAESTRO,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',SEVENTEEN,4/29/2024,407,75.7,"35,244,286",75.0,"70,452,629","1,873,655",0,"85,957"
NUEVA VIDA,Gï¿½ï¿½N,Peso Pluma,6/22/2023,408,75.6,"253,464,894",76.0,"191,499,043","634,671",1,"781,164"
you broke me first,you broke me first,Tate McRae,4/17/2020,409,75.6,"1,439,465,700",77.0,"706,284,693","7,820,244",1,"5,808,069"
Beggin',Chosen,Mï¿½ï¿½ne,12/8/2017,413,75.4,"1,601,293,263",79.0,"424,132,504","4,191,200",0,"14,404,336"
Pretty - Sped Up,Pretty,MEYY,6/7/2023,411,75.4,"1,867,282",40.0,"485,422","12,137",0,"15,462"
Hawï¿½,Hawï¿½,Maluma,7/29/2020,415,75.3,"1,289,186,767",73.0,"1,464,055,196","7,754,280",0,"2,387,272"
LA FALDA,LA FALDA - Single,Myke Towers,11/22/2023,416,75.3,"367,399,860",82.0,"104,584,293","726,526",1,"1,040,348"
Cradles,Cradles,Sub Urban,1/4/2019,418,75.2,"737,097,685",68.0,"1,098,942,075","19,179,674",0,"11,014,789"
Roses - Imanbek Remix,Roses (Imanbek Remix),SAINt JHN,5/4/2019,417,75.2,"1,927,961,994",72.0,"320,969,468","3,572,454",1,"28,977,015"
Angel Numbers / Ten Toes,11:11,Chris Brown,11/10/2023,419,75.1,"179,565,178",75.0,"41,976,731","479,163",1,"2,788,317"
MASHA ULTRAFUNK,MASHA ULTRAFUNK,HISTED,3/8/2024,422,74.9,"32,435,333",76.0,"57,665,106","1,285,063",0,"264,296"
Under The Influence,Indigo (Extended),Chris Brown,10/4/2019,423,74.9,"1,249,760,413",79.0,"699,931,779","6,139,127",1,"12,188,959"
Life Goes On,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Oliver Tree,7/17/2020,424,74.8,"568,230,113",68.0,"531,872,316","9,887,683",0,"4,910,428"
BATTER UP,BABYMONSTER Debut Digital Single [BATTER UP],BABYMONSTER,11/27/2023,426,74.5,"121,497,542",80.0,"307,571,207","3,994,160",0,"252,875"
SI NO ES CONTIGO,SI NO ES CONTIGO,Cris Mj,5/23/2024,427,74.5,"45,287,928",81.0,"17,850,177","358,428",1,"268,642"
Trance (with Travis Scott & Young Thug),HEROES & VILLAINS,Metro Boomin,12/2/2022,429,74.4,"637,325,281",79.0,"25,776,208","246,133",1,"3,359,877"
Rock and A Hard Place,Rock and A Hard Place,Bailey Zimmerman,6/10/2022,430,74.4,"412,845,771",73.0,"215,094,924","1,522,549",0,"1,315,179"
Wanna Be,Wanna Be (Alternate Versions),GloRilla,4/3/2024,433,74.1,"66,836,198",77.0,"43,174,948","552,134",1,"269,767"
DDU-DU DDU-DU,SQUARE UP,BLACKPINK,6/15/2018,434,74.0,"701,726,499",65.0,"3,435,321,800","41,630,558",0,"1,916,314"
telepatï¿½,Sin Miedo (del Amor y Otros Demonios) ï¿½,Kali Uchis,11/18/2020,435,73.9,"1,151,629,030",77.0,"456,651,608","6,111,089",0,"6,239,619"
Wake Me Up,TRUE,Avicii,1/1/2013,436,73.7,"2,325,017,580",81.0,"3,214,634,614","17,924,466",0,"28,653,448"
Overdrive (feat. Norma Jean Martine),Overdrive (feat. Norma Jean Martine),Ofenbach,10/6/2023,437,73.6,"232,417,498",80.0,"59,799,293","367,721",0,"3,273,690"
Chulo pt.2,Chulopt2,Bad Gyal,6/22/2023,438,73.6,"318,567,928",69.0,"313,180,496","1,792,729",1,"857,885"
All Girls Are The Same,All Girls Are The Same,Juice WRLD,4/13/2018,439,73.5,"1,615,353,665",76.0,"130,721,152","1,378,012",1,"3,146,346"
Push Up - Main Edit,Push Up - Single,Creeds,3/31/2023,441,73.4,"274,229,438",77.0,"22,545,691","353,908",0,"986,887"
Kings & Queens,Kings & Queens,Ava Max,3/12/2020,440,73.4,"955,439,608",73.0,"627,987,518","6,208,902",0,"8,517,243"
Adore You,Adore You,Harry Styles,12/6/2019,442,73.2,"1,670,164,200",78.0,"721,445,001","8,290,855",0,"6,307,292"
HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,Travis Scott,10/4/2019,443,73.2,"1,625,149,693",78.0,"925,241,514","9,308,268",1,"4,613,459"
UNAVAILABLE (feat. Musa Keys),Timeless,Davido,3/30/2023,444,73.2,"155,390,490",68.0,"135,400,007","1,021,624",1,"2,290,047"
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",Taki Taki,DJ Snake,9/28/2018,446,73.0,"1,570,233,605",65.0,"2,737,562,687","21,758,603",1,"8,754,118"
"Chaleya (From ""Jawan"")","Chaleya (From ""Jawan"")",Anirudh Ravichander,8/14/2023,447,73.0,"334,578,317",70.0,"396,928,355","3,264,045",0,"411,911"
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook,11/20/2022,448,73.0,"419,016,792",42.0,"299,024,405","6,706,233",0,"1,878,044"
ADIVINO,ADIVINO - Single,Myke Towers,4/25/2024,449,72.9,"118,631,919",84.0,"6,595,595","105,964",1,"407,768"
THE BOX MEDLEY FUNK 2,THE BOX MEDLEY FUNK 2,THE BOX,4/18/2024,450,72.8,"51,390,127",78.0,"72,074,397","726,118",0,"174,720"
Cruel Summer,Lover,Taylor Swift,8/23/2019,451,72.8,"2,188,247,133",88.0,"342,388,433","2,291,619",0,"3,476,323"
EASY,EASY,LE SSERAFIM,2/19/2024,455,72.4,"141,803,939",78.0,"139,498,636","1,771,124",0,"190,784"
"Peso Pluma: Bzrp Music Sessions, Vol. 55","Peso Pluma: Bzrp Music Sessions, Vol. 55 - Single",Bizarrap,5/31/2023,456,72.2,"434,019,386",70.0,"350,630,590","4,153,653",1,"647,350"
Lose My Breath (Feat. Charlie Puth),Lose My Breath,Stray Kids,5/10/2024,457,72.0,"29,994,527",57.0,"39,678,645","1,520,092",0,"69,265"
